"lgdp, lcpi, lm2, lv",NA,NA,NA
8.046601229136558,-2.0039630805039303,26.422705562168474,0.5982868995359851
8.042799138349206,-1.9980459034758418,26.4307082724341,0.5888971591861462
8.045285991528985,-1.9973087121413136,26.44837483165043,0.5777363290486176
8.03310686483987,-1.9906983318454474,26.462844363874527,0.5538851132264376
8.03988325600136,-1.989235273793687,26.479956967258016,0.5458065926612362
8.058301356877179,-1.989235273793687,26.49823137545885,0.5481214085096876
8.074837724768065,-1.9855869662082117,26.514957433646682,0.5510074133988225
8.094902422446898,-1.984131361875511,26.532408827260436,0.5567545556543906
8.112753457432301,-1.9797772185668907,26.55289749368775,0.559044196036465
8.123470668499637,-1.9761631922263343,26.573838637023577,0.5504308783583501
8.132951171859549,-1.973281345851445,26.58926163885322,0.5469646703818639
8.136824321747644,-1.971125398196377,26.609092052031396,0.532978428407124
8.14789027780418,-1.9675424491824272,26.631167599283703,0.5259112611840315
8.16084219500084,-1.9661128563728327,26.65267765965138,0.5193888544264785
8.180174925748293,-1.9597048600775024,26.672779280107715,0.5199835615507563
8.187286474523908,-1.9568699892916552,26.691973396931775,0.5158131652770298
8.20868454361235,-1.9533376648841099,26.708544624967306,0.5235443961737654
8.220505893358592,-1.951224243879082,26.72550545722235,0.521171915820135
8.2339975730948,-1.9491152800042617,26.747842735504594,0.5164100020598913
8.237537223443315,-1.9442115924197318,26.768113160619507,0.5038010088290262
8.261901378101541,-1.9414202437824613,26.787903395458976,0.5134222496132567
8.275479782632784,-1.9351680525234112,26.804418730317924,0.5152159720672835
8.295586458591314,-1.932401799030521,26.82373425462702,0.5199835615507563
8.318896143289658,-1.9268921432195514,26.845393082574436,0.5282725373697112
8.34328994103994,-1.9173226922034008,26.86444265728272,0.5399960010657705
8.347376403090193,-1.9085180298382505,26.87642397305238,0.5405785819153385
8.354474712598057,-1.8997902134417601,26.88229075079157,0.5510074133988225
8.363011644445928,-1.8918008234082813,26.8923185337091,0.5584722772333437
8.372150309393016,-1.8891518152367044,26.90837646457958,0.5556077665378839
8.373027165285455,-1.88321707971689,26.93205705004704,0.5376622777195503
8.381622692655734,-1.8734034582685652,26.958852341753794,0.5288619862520894
8.38964000792275,-1.8623965488274956,26.979783338445813,0.5270925962298626
8.409743606282616,-1.8527841710658297,26.996771576616087,0.5411608235620636
8.426489624857599,-1.8426317996018116,27.013105086044916,0.5521594872589679
8.433666354540815,-1.8294613364120664,27.03233527015743,0.5498540107334691
8.438107342474003,-1.817077277212345,27.055242070150708,0.5452270504833231
8.453536841051584,-1.8048447087767103,27.07217170092103,0.554459660786052
8.456738905091889,-1.7891628433807891,27.080934778209254,0.5613286059390974
8.46297837036476,-1.775492496764183,27.08727047501604,0.5754891370917129
8.458603659898074,-1.760260802168684,27.095845876297638,0.5749265491725142
8.456829835466904,-1.7446850618421261,27.099539167236895,0.5833323145527387
8.458597721976918,-1.7304762408111565,27.10626558662906,0.592774206413158
8.467417271549264,-1.7203694731413821,27.128604481743935,0.5872309549683961
8.457078152240511,-1.705948812814944,27.15513354352384,0.5636078092049601
8.483501755595707,-1.697722827301672,27.186711223996816,0.5732368838873878
8.489192402840834,-1.688481119774553,27.224605556284388,0.554459660786052
8.496980279965022,-1.6787879905688936,27.2539490823216,0.5429055172294024
8.499896665223764,-1.6713133161521878,27.280659534046407,0.5270925962298626
8.517680272772852,-1.6628386891612155,27.31031067368519,0.5306282510621704
8.540573333337566,-1.6565295199679508,27.33503801843738,0.5353230953663781
8.549747115449554,-1.648698626387403,27.368140051276175,0.520577915208669
8.566216852132753,-1.6383519225987426,27.40081098840762,0.5170064828410719
8.590536957353043,-1.6225231519827559,27.424283908186805,0.5294510878891555
8.601810772227273,-1.6019658975953994,27.44058673902404,0.5394130806179033
8.596361978871178,-1.5823092450458476,27.454522572437384,0.538829820175588
8.605642983390831,-1.5577946792822621,27.467325023257757,0.555033878430311
8.597301866144669,-1.5283188611493084,27.48560991315469,0.5475432067011535
8.599927350805055,-1.5019297047188152,27.497604002488195,0.5613286059390974
8.590198083972728,-1.4740332754278975,27.508250663761117,0.5698489642154517
8.586190382893857,-1.443923473956527,27.52343590524861,0.5794184152316023
8.574035421942176,-1.4225434937950117,27.54233561109586,0.5709795465857378
8.581710462328024,-1.4105870536889351,27.5783233269281,0.5573274574174104
8.598101432100293,-1.3907040696085906,27.614112297525633,0.5556077665378839
8.611493042828856,-1.3723914559508992,27.637963627495125,0.5618988939499913
8.633823563010573,-1.361016553935622,27.669247745400746,0.5630384952129249
8.641350887901835,-1.35247281264438,27.698835515512407,0.5510074133988225
8.646422643951347,-1.3363619923716814,27.72505775785493,0.5429055172294024
8.653900385839613,-1.3220058712375287,27.760644883722055,0.5323914016805513
8.665468358459776,-1.3037931396081468,27.794074902364844,0.5265021031509983
8.68490470607878,-1.2866300380069453,27.820649247904942,0.532978428407124
8.702441461204458,-1.272608596716074,27.843413749338612,0.5399960010657705
8.702546481193249,-1.2580770633191367,27.86390375466349,0.5411608235620636
8.706019877237713,-1.2409826299598365,27.882402208653996,0.5411608235620636
8.744163491379075,-1.2187480899080905,27.900895569730363,0.5788580341578177
8.753895130966606,-1.195674001511241,27.919352977221827,0.5866749360494286
8.767218255490919,-1.1724741372665648,27.93786835764134,0.6021277821727767
8.769203111120238,-1.1475924708898284,27.95242805778195,0.6075892921982987
8.770413003300344,-1.1165726140451024,27.975862991108205,0.609221945622184
8.777567785494034,-1.0847093834991184,27.99924577109552,0.6141039732194925
8.780153278346267,-1.0535433253005317,28.014013368184656,0.6216511788548754
8.783382745509911,-1.015006704813313,28.031384342655787,0.6280751838162305
8.762892908889883,-0.9816295731824954,28.04615048537304,0.6146449524049877
8.761376565169313,-0.9631203192309529,28.07592058957837,0.6059539688575679
8.779739593141885,-0.935473551290929,28.09693305227103,0.6307397204313283
8.800223360524187,-0.9080745771028146,28.113899837643586,0.6585557357903262
