"lgdp, lcpi, lm2, lv",NA,NA,NA
8.792894125821114,-0.887460350206278,28.14058594522712,0.6434315883140125
8.804303800613992,-0.8601467212561151,28.15815306596885,0.6549259677397475
8.792568900248048,-0.843970070294529,28.183641061351516,0.6360475885193725
8.775699716674875,-0.835171680589363,28.206022695113102,0.6108519378331152
8.781132676111113,-0.8207533051650914,28.22716167854634,0.6070444815065336
8.777524621845219,-0.8036319137352171,28.243717172090868,0.6015799870344548
8.778499665851834,-0.8005096988884447,28.265938720924318,0.5911144549947938
8.791512630226078,-0.7998419192309083,28.319574427478265,0.5584722772333437
8.814075858293512,-0.7883373675636942,28.34496715940328,0.5624688569178291
8.833465927711874,-0.7784872277269608,28.36064486329851,0.5766133643039938
8.853878119702689,-0.7687331675165404,28.378640698819734,0.5866749360494286
8.8735516652836,-0.7545971428761677,28.39998670976533,0.5955343516929449
8.890962589053252,-0.7452829349804738,28.421295007219218,0.5999347988377666
8.90075251013249,-0.7364723052983189,28.43442679740851,0.6048622656923737
8.908697161459909,-0.7279456861026409,28.45632165672905,0.5971867894140341
8.918589365963857,-0.7188753291326766,28.485961129108386,0.5888971591861462
8.927702622176264,-0.7096831492000448,28.503513205235894,0.5866749360494286
8.943139911944277,-0.7036016384638043,28.524534400112714,0.5872309549683961
8.950613745880183,-0.6933472005626123,28.539185585657567,0.5855619698800079
8.959839626851046,-0.6881596390489061,28.55392990010428,0.5850050219402422
8.964419756611473,-0.6931471805599453,28.580062960199033,0.5675839575845996
8.97443511033238,-0.6869663214848643,28.604800577452746,0.5567545556543906
8.979599282320526,-0.6800335414145623,28.62678824130448,0.5458065926612362
8.986567247522387,-0.668064400192482,28.64244019289428,0.5440669575457926
8.997729902474891,-0.6568152513125549,28.651023004014746,0.5538851132264376
9.006758610135522,-0.6462635946610948,28.657253852394124,0.5636078092049601
9.023129321064387,-0.6369559009102027,28.66858508192058,0.5771750043075246
9.02873743691177,-0.6292338548162925,28.685971733861454,0.5732368838873878
9.04186373050416,-0.6176687193840398,28.705147159599917,0.5766133643039938
9.047619304402824,-0.6056859047899509,28.71433926544364,0.5850050219402422
9.060778314964836,-0.5947508587037518,28.72306745138235,0.5977369957552872
9.070815166576615,-0.5833963166008262,28.728577291549993,0.6130211360806604
9.078647859004212,-0.5673959752543849,28.735438743184893,0.6243328645595856
9.086085136749197,-0.5596657891854643,28.754456090028004,0.620038708739307
9.08819872636484,-0.5495664520824212,28.773767242238584,0.609221945622184
9.099087977684405,-0.5323898016818311,28.78801761005687,0.6168059473032227
9.102947459064197,-0.5225608799844117,28.796284276482996,0.6227247162633995
9.103194374404882,-0.5055064622883906,28.80706758481364,0.6211139776601137
9.09463351706421,-0.48857501483117083,28.81445442153523,0.6124792774924905
9.0899298374659665,-0.4812668215244463,28.82649793133322,0.6054082662519386
9.097660468164944,-0.47529761770684514,28.8377501184482,0.6086780239334953
9.102449101101573,-0.4677661343055436,28.841492756994313,0.6168059473032227
9.106805300292349,-0.45949899660065013,28.84456794268876,0.6237971024251522
9.118548495677162,-0.4527139607087749,28.853049925054055,0.6307397204313283
9.12951473289182,-0.44503788322798754,28.853668460519295,0.647626665258136
9.13918888664356,-0.43742027934971583,28.854708308363584,0.6611403844248589
9.149159195311826,-0.42863138614000396,28.861674798835818,0.6709015716126255
9.151021803151114,-0.4214420626313052,28.85867138360884,0.681074599325676
9.156950776621155,-0.41430405677536886,28.863085627420666,0.6886370250820593
9.16181555759838,-0.40962374325702333,28.867819226318908,0.6946460566836813
9.175076755179782,-0.4013734902049108,28.873724128514525,0.7070500857289368
9.184833417899771,-0.3963071703233987,28.876510073790612,0.7188149273085231
9.198407861903151,-0.390675022635529,28.879116063289377,0.7357276280950638
9.204287590798778,-0.38140684301509337,28.879718689033993,0.7462139014966376
9.21557842936918,-0.37571214995881647,28.87942220428883,0.7631395523799803
9.218990650206239,-0.3683138424773717,28.8806171702789,0.770571077524749
9.222478604655349,-0.36025276528661637,28.88993654771861,0.7691818668359429
9.231002629684244,-0.355247391947547,28.907323884116426,0.7650026176603734
9.238076737889957,-0.3496993302023072,28.916951716052502,0.7673265787341967
9.244615317265126,-0.34094221209266484,28.929167090271733,0.766862218382226
9.261924629029991,-0.3324005372511593,28.94103720277396,0.7761087012742927
9.271132320969116,-0.3265615105126984,28.950418621669904,0.7788660559624827
9.281642561600904,-0.3180038323381698,28.961846811250407,0.7820733897543468
9.289235467548629,-0.3118381623295401,28.974529750111614,0.7834448185407259
9.3042086035818,-0.3095187670609554,28.98567860043857,0.7902738912906682
9.316861383997546,-0.304624793182093,29.0011352808194,0.7907275088988094
9.324590864431256,-0.2992149882655051,29.016748649765535,0.7861820465271346
9.33443641637122,-0.29719383282437634,29.034819713432658,0.779783487219492
9.34408826616255,-0.2938342919369789,29.0533661066898,0.7728821485787989
9.357085440688536,-0.2887493084122035,29.06998698792584,0.7728821485787989
9.373367482328192,-0.28408853694165087,29.095309934643076,0.766397642299538
9.381320777007142,-0.28037549726934285,29.11289834694217,0.761739972025557
9.389534042028789,-0.2729905237087912,29.12727539920116,0.7589349210979485
9.402040726692507,-0.26552926781064756,29.141897568871986,0.7603384301002685
9.419249979654213,-0.2582527284277777,29.155344033920628,0.7682546530467508
9.422147508266237,-0.2483331623878696,29.17103034763893,0.7636056442085067
9.440859059987426,-0.24054406599437708,29.187705018526742,0.7710337192170165
9.44206111379792,-0.23142777090190716,29.199428678804658,0.766862218382226
9.447729018426429,-0.22439433321586233,29.214190341085477,0.7636056442085067
9.444881364989246,-0.21480342703920827,29.24002560111329,0.7409845099741054
9.450168203395803,-0.20788554892522884,29.264845903163074,0.7280315824134472
9.447000639499604,-0.20505808376782486,29.287075402991228,0.7060634058264915
9.449772068296753,-0.20579491297959668,29.309226096580183,0.6896410412306577
9.45893784601065,-0.20260590009666168,29.32661837581151,0.6846108495376589
9.46443996253376,-0.1947990783050673,29.334398572304952,0.6861225656229808
9.469296450555241,-0.18934617173091908,29.352954032921073,0.676509539406922
9.469932798447656,-0.18344218446265778,29.373251814951544,0.6621723762605147
9.475099382134555,-0.17328253214328465,29.38963736656335,0.6570017339235921
9.484335884304695,-0.1749488024645415,29.409335042048305,0.6497176226326093
9.500944944760642,-0.16747235394374885,29.42955205138747,0.6518042170255629
9.512569372938627,-0.16369609267078963,29.428652202313685,0.6688544879909007
9.518303560171463,-0.15525128527129123,29.43653555038894,0.6760010217249748
9.525606993287925,-0.1474564694678751,29.45765425676315,0.6709015716126255
9.534655292714833,-0.14110284097800022,29.468847467839236,0.6744739152943241
9.543261740291292,-0.1303365017280034,29.482170458056142,0.6770177986300616
9.553864896937162,-0.1253364913112977,29.487943911063017,0.6911451778892722
9.559072505144199,-0.11855833612413517,29.494904845021733,0.6966410698142012
9.567438216479864,-0.10358431625657055,29.509162134216627,0.7001227942963705
9.573137198891965,-0.09431067947124129,29.52239462138285,0.7001227942963705
9.585079501624238,-0.08904981683351092,29.535414584780927,0.7070500857289368
9.588063196972467,-0.08012604447928486,29.54606451251012,0.7075430608436777
9.588957133902433,-0.07074440452575771,29.560371089540197,0.7006191953986464
9.596753810748643,-0.07483131062300337,29.576897931094962,0.6956440607585325
9.597371411883815,-0.0650719967437148,29.591280205725717,0.6931471805599453
9.604991485714525,-0.05382280669750654,29.608231499658416,0.6896410412306577
9.61169484298023,-0.047510982671051735,29.623860287872972,0.6841064359077962
9.615257596690313,-0.035316345127567574,29.634431683825497,0.6815805441884799
9.608408187453872,-0.024497631600400235,29.653654182532723,0.6616565134685745
9.613359624750636,-0.011566636371465518,29.670768499064184,0.6544063522435147
9.60855546210252,0.0036931718376176067,29.682568885101844,0.6444820085786643
9.587199194055167,-0.019488676583862524,29.7142305501773,0.592774206413158
9.57324711783868,-0.026343975339601863,29.746179643718634,0.5492768101402434
9.571892463273043,-0.021121496622111418,29.757636436766052,0.5341514490694873
9.575155484660288,-0.01247752151111258,29.76032764077827,0.5347374438123036
9.5847894853199609,-0.004711079730119112,29.76562927432196,0.5417427264007123
9.58910860196169,-0.0031048149534787565,29.76663030302157,0.5486992761940722
9.598722594934229,-0.00350613932928759,29.77704206347321,0.5521594872589679
9.605449238860711,-6.001800720324606e-4,29.785604916132076,0.555033878430311
9.6117305889812,0.0074720148387010564,29.79821403850535,0.5533102353721461
9.607860737360758,0.018134570195482678,29.812206641491667,0.5405785819153385
9.615108904198353,0.02946171014961905,29.831244894863573,0.5359084041334539
9.617214420394966,0.03594612677346909,29.874287816949714,0.501381164937991
9.628409382809018,0.04037389413827338,29.89041683102701,0.49652383905513103
9.63502198793366,0.04602443831127925,29.908958262001363,0.49041881398832804
9.639679220905363,0.04812327518172839,29.923266268848277,0.48489224173948625
9.640875387343792,0.05259245011917063,29.942427189428372,0.4731237565819792
9.641099797792743,0.05930610589740751,29.96319090079664,0.4555243079809013
9.64807116557136,0.06325644963501498,29.979761157928777,0.4504384737508955
9.64998523972327,0.06212937146554883,29.991356114463496,0.44276089285186127
9.657672432445937,0.06747171511501275,30.006255498668608,0.4414755456311974
9.66738084135396,0.071389996086673,30.02185515314323,0.4382549309311553
9.665076163706448,0.07770150766385203,NA,NA
9.67632499833838,0.0824091362407178,NA,NA
9.68902576788668,0.08498432390499729,NA,NA
9.694014014382152,0.08314558108666886,NA,NA
9.70198134146133,0.07677583880204963,NA,NA
9.708742482493124,0.08259329830385337,NA,NA
9.712786203147894,0.0863611656480435,NA,NA
9.713997503385864,0.08718636167891596,NA,NA
9.71544403651245,0.08755289700786166,NA,NA
9.72097693787186,0.09330817713365189,NA,NA
9.727832604442552,0.09767102717344618,NA,NA
9.73219020522677,0.10517049760553963,NA,NA
9.735260598512337,0.11288215705667261,NA,NA
9.742795482725331,0.11216729687074778,NA,NA
9.750563270375729,0.11716061977357695,NA,NA
