dlgdp,dlcpi
-0.38020907873512755,0.5917177028088583
0.2486853179778592,0.07371913345282088
-1.2179126689115805,0.6610380295866136
0.6776391161491091,0.14630580517605019
1.841810087581841,0
1.6536367890886083,0.36483075854751856
2.0064697678833454,0.1455604332700755
1.7851034985403302,0.4354143308620273
1.0717211067335697,0.3614026340556409
0.9480503359911907,0.28818463748891965
0.3873149888095284,0.21559476550681023
1.1065956056535597,0.3582949013949843
1.2951917196659224,0.14295928095944266
1.9332730747454008,0.6407996295330287
0.7111548775615262,0.283487078584721
2.139806908844122,0.3532324407545362
1.182134974624205,0.21134210050277602
1.3491679736208795,0.2108963874820402
0.3539650348514556,0.4903687584529859
2.4364154658226056,0.27913486372705965
1.3578404531243038,0.6252191259050077
2.010667595853022,0.27662534928902804
2.3309684698343602,0.5509655810969516
2.439379775028172,0.9569451016150587
0.40864620502532034,0.8804662365150318
0.7098309507863831,0.872781639649034
0.8536931847871188,0.7989390033478871
0.9138664947087705,0.2649008171576872
0.08768558924394654,0.5934735519814494
0.8595527370278688,0.981362144832465
0.8017315267016656,1.1006909441069634
2.0103598359865416,0.9612377761665902
1.6746018574982813,1.015237146401815
0.7176729683216365,1.317046318974513
0.4440987933188367,1.238405919972152
1.5429498577580247,1.2232568435634583
0.320206404030543,1.5681865395921202
0.6239465272871669,1.3670346616606155
-0.4374710466686693,1.523169459549889
-0.17738244311704676,1.5575740326557952
0.17678865100148045,1.4208821030969654
0.8819549572345764,1.0106767669774364
-1.0339119308753197,1.4420660326438073
2.6423603355196335,0.8225985513272027
0.5690647245126357,0.9241707527118947
0.7787877124188824,0.9693129205659456
0.2916385258741272,0.7474674416705795
1.7783607549088032,0.8474626990972345
2.2893060564713963,0.630916919326463
0.917378211198816,0.7830893580547782
1.6469736683198732,1.0346703788660427
2.43201052202906,1.5828770615986754
1.1273814874229515,2.055725438735645
-0.5448793356094939,1.9656652549551845
0.9281004519653635,2.451456576358546
-0.834111724616271,2.9475818132953746
0.262548466038659,2.638915643049322
-0.9729266832326999,2.7896429290917624
-0.4007701078871051,3.0109801471370545
-1.215496095168156,2.137998016151532
0.767504038584832,1.195644010607655
1.639096977226906,1.9882984080344501
1.3391610728563208,1.8312613657691434
2.233052018171655,1.1374902015277133
0.7527324891261955,0.8543741291242135
0.5071756049511933,1.61108202726985
0.747774188826611,1.4356121134152744
1.1567972620163403,1.8212731629381862
1.943634761900448,1.7163101601201491
1.7536755125677317,1.402144129087124
0.010501998879064445,1.4531533396937357
0.3473396044464394,1.7094433359300165
3.814361414136158,2.2234540051746077
0.973163958753176,2.3074088396849435
1.332312452431239,2.319986424467624
0.19848556293187158,2.488166637673639
0.12098921801069196,3.101985684472597
0.7154782193689257,3.1863230545984056
0.25854928522335285,3.1166058198586644
0.32294671636439176,3.8536620487218842
-2.04898366200279,3.337713163081746
-0.15163437205707453,1.850925395154257
1.836302797257261,2.7646767940023853
2.0483767382302176,2.7398974188114433
-0.732923470307334,2.061422689653658
1.1409674792878022,2.731362895016287
-1.1734900365944156,1.6176650961586159
-1.6869183573172464,0.8798389705165999
0.5432959436237894,1.4418375424271601
-0.36080542658947223,1.7121391429874233
0.0975044006615633,0.3122214846772442
1.3012964374244262,0.06677796575363937
2.256322806743327,1.1504551667214091
1.9390069418362188,0.985013983673344
2.0412191990814677,0.9754060210420357
1.9673545580911167,1.4136024640372669
1.7410923769652698,0.9314207895693927
0.9789921079237374,0.8810629682154958
0.7944651327418839,0.8526619195677987
0.9892204503948676,0.9070356969964277
0.9113256212406995,0.9192179932631772
1.5437289768012619,0.6081510736240525
